 time            v(16)           v(1)           
 1.60428000e-05 -7.50108057e-01  6.71794489e-02 
 1.60528000e-05 -7.52457023e-01  8.28429942e-02 
 1.60628000e-05 -7.54620597e-01  9.84860992e-02 
 1.60728000e-05 -7.56598246e-01  1.14104904e-01 
 1.60828000e-05 -7.58389482e-01  1.29695556e-01 
 1.60928000e-05 -7.59993863e-01  1.45254207e-01 
 1.61028000e-05 -7.61410993e-01  1.60777018e-01 
 1.61128000e-05 -7.62640524e-01  1.76260160e-01 
 1.61228000e-05 -7.63682152e-01  1.91699813e-01 
 1.61328000e-05 -7.64535619e-01  2.07092167e-01 
 1.61428000e-05 -7.65200717e-01  2.22433424e-01 
 1.61528000e-05 -7.65677279e-01  2.37719798e-01 
 1.61628000e-05 -7.65965190e-01  2.52947519e-01 
 1.61728000e-05 -7.66064377e-01  2.68112829e-01 
 1.61828000e-05 -7.65974816e-01  2.83211986e-01 
 1.61928000e-05 -7.65696530e-01  2.98241265e-01 
 1.62028000e-05 -7.65229586e-01  3.13196957e-01 
 1.62128000e-05 -7.64574099e-01  3.28075373e-01 
 1.62228000e-05 -7.63730232e-01  3.42872840e-01 
 1.62328000e-05 -7.62698191e-01  3.57585709e-01 
 1.62428000e-05 -7.61478232e-01  3.72210349e-01 
 1.62528000e-05 -7.60070655e-01  3.86743152e-01 
 1.62628000e-05 -7.58475806e-01  4.01180532e-01 
 1.62728000e-05 -7.56694078e-01  4.15518926e-01 
 1.62828000e-05 -7.54725912e-01  4.29754798e-01 
 1.62928000e-05 -7.52571791e-01  4.43884634e-01 
 1.63028000e-05 -7.50232247e-01  4.57904947e-01 
 1.63128000e-05 -7.47707856e-01  4.71812280e-01 
 1.63228000e-05 -7.44999241e-01  4.85603200e-01 
 1.63328000e-05 -7.42107070e-01  4.99274305e-01 
 1.63428000e-05 -7.39032054e-01  5.12822221e-01 
 1.63528000e-05 -7.35774952e-01  5.26243606e-01 
 1.63628000e-05 -7.32336567e-01  5.39535149e-01 
 1.63728000e-05 -7.28717747e-01  5.52693569e-01 
 1.63828000e-05 -7.24919383e-01  5.65715620e-01 
 1.63928000e-05 -7.20942413e-01  5.78598089e-01 
 1.64028000e-05 -7.16787815e-01  5.91337798e-01 
 1.64128000e-05 -7.12456616e-01  6.03931603e-01 
 1.64228000e-05 -7.07949881e-01  6.16376398e-01 
 1.64328000e-05 -7.03268723e-01  6.28669110e-01 
 1.64428000e-05 -6.98414296e-01  6.40806708e-01 
 1.64528000e-05 -6.93387796e-01  6.52786196e-01 
 1.64628000e-05 -6.88190463e-01  6.64604619e-01 
 1.64728000e-05 -6.82823577e-01  6.76259061e-01 
 1.64828000e-05 -6.77288464e-01  6.87746646e-01 
 1.64928000e-05 -6.71586486e-01  6.99064540e-01 
 1.65028000e-05 -6.65719050e-01  7.10209950e-01 
 1.65128000e-05 -6.59687604e-01  7.21180126e-01 
 1.65228000e-05 -6.53493633e-01  7.31972362e-01 
 1.65328000e-05 -6.47138666e-01  7.42583995e-01 
 1.65428000e-05 -6.40624269e-01  7.53012407e-01 
 1.65528000e-05 -6.33952050e-01  7.63255023e-01 
 1.65628000e-05 -6.27123652e-01  7.73309318e-01 
 1.65728000e-05 -6.20140761e-01  7.83172811e-01 
 1.65828000e-05 -6.13005099e-01  7.92843067e-01 
 1.65928000e-05 -6.05718425e-01  8.02317701e-01 
 1.66028000e-05 -5.98282535e-01  8.11594376e-01 
 1.66128000e-05 -5.90699266e-01  8.20670801e-01 
 1.66228000e-05 -5.82970485e-01  8.29544738e-01 
 1.66328000e-05 -5.75098100e-01  8.38213998e-01 
 1.66428000e-05 -5.67084053e-01  8.46676441e-01 
 1.66528000e-05 -5.58930319e-01  8.54929979e-01 
 1.66628000e-05 -5.50638911e-01  8.62972576e-01 
 1.66728000e-05 -5.42211873e-01  8.70802247e-01 
 1.66828000e-05 -5.33651284e-01  8.78417061e-01 
 1.66928000e-05 -5.24959256e-01  8.85815138e-01 
 1.67028000e-05 -5.16137932e-01  8.92994654e-01 
 1.67128000e-05 -5.07189490e-01  8.99953837e-01 
 1.67228000e-05 -4.98116135e-01  9.06690970e-01 
 1.67328000e-05 -4.88920107e-01  9.13204390e-01 
 1.67428000e-05 -4.79603675e-01  9.19492491e-01 
 1.67528000e-05 -4.70169136e-01  9.25553721e-01 
 1.67628000e-05 -4.60618818e-01  9.31386584e-01 
 1.67728000e-05 -4.50955077e-01  9.36989642e-01 
 1.67828000e-05 -4.41180298e-01  9.42361511e-01 
 1.67928000e-05 -4.31296892e-01  9.47500867e-01 
 1.68028000e-05 -4.21307297e-01  9.52406441e-01 
 1.68128000e-05 -4.11213979e-01  9.57077023e-01 
 1.68228000e-05 -4.01019428e-01  9.61511461e-01 
 1.68328000e-05 -3.90726158e-01  9.65708660e-01 
 1.68428000e-05 -3.80336710e-01  9.69667585e-01 
 1.68528000e-05 -3.69853648e-01  9.73387258e-01 
 1.68628000e-05 -3.59279558e-01  9.76866764e-01 
 1.68728000e-05 -3.48617049e-01  9.80105242e-01 
 1.68828000e-05 -3.37868752e-01  9.83101893e-01 
 1.68928000e-05 -3.27037320e-01  9.85855979e-01 
 1.69028000e-05 -3.16125425e-01  9.88366820e-01 
 1.69128000e-05 -3.05135760e-01  9.90633796e-01 
 1.69228000e-05 -2.94071038e-01  9.92656348e-01 
 1.69328000e-05 -2.82933988e-01  9.94433977e-01 
 1.69428000e-05 -2.71727358e-01  9.95966244e-01 
 1.69528000e-05 -2.60453916e-01  9.97252771e-01 
 1.69628000e-05 -2.49116441e-01  9.98293242e-01 
 1.69728000e-05 -2.37717734e-01  9.99087398e-01 
 1.69828000e-05 -2.26260606e-01  9.99635044e-01 
 1.69928000e-05 -2.14747885e-01  9.99936046e-01 
 1.70028000e-05 -2.03182412e-01  9.99990328e-01 
 1.70128000e-05 -1.91567043e-01  9.99797877e-01 
 1.70228000e-05 -1.79904642e-01  9.99358742e-01 
 1.70328000e-05 -1.68198090e-01  9.98673029e-01 
 1.70428000e-05 -1.56450274e-01  9.97740909e-01 
 1.70528000e-05 -1.44664094e-01  9.96562611e-01 
 1.70628000e-05 -1.32842460e-01  9.95138427e-01 
 1.70728000e-05 -1.20988288e-01  9.93468707e-01 
 1.70828000e-05 -1.09104505e-01  9.91553863e-01 
 1.70928000e-05 -9.71940438e-02  9.89394368e-01 
 1.71028000e-05 -8.52598434e-02  9.86990755e-01 
 1.71128000e-05 -7.33048498e-02  9.84343617e-01 
 1.71228000e-05 -6.13320134e-02  9.81453606e-01 
 1.71328000e-05 -4.93442894e-02  9.78321437e-01 
 1.71428000e-05 -3.73446363e-02  9.74947882e-01 
 1.71528000e-05 -2.53360160e-02  9.71333772e-01 
 1.71628000e-05 -1.33213922e-02  9.67480001e-01 
 1.71728000e-05 -1.30373033e-03  9.63387519e-01 
 1.71828000e-05  1.07140035e-02  9.59057335e-01 
 1.71928000e-05  2.27288433e-02  9.54490517e-01 
 1.72028000e-05  3.47378236e-02  9.49688194e-01 
 1.72128000e-05  4.67379804e-02  9.44651549e-01 
 1.72228000e-05  5.87263520e-02  9.39381826e-01 
 1.72328000e-05  7.06999797e-02  9.33880324e-01 
 1.72428000e-05  8.26559082e-02  9.28148402e-01 
 1.72528000e-05  9.45911868e-02  9.22187472e-01 
 1.72628000e-05  1.06502870e-01  9.15999007e-01 
 1.72728000e-05  1.18388017e-01  9.09584533e-01 
 1.72828000e-05  1.30243696e-01  9.02945632e-01 
 1.72928000e-05  1.42066980e-01  8.96083943e-01 
 1.73028000e-05  1.53854952e-01  8.89001158e-01 
 1.73128000e-05  1.65604702e-01  8.81699026e-01 
 1.73228000e-05  1.77313330e-01  8.74179348e-01 
 1.73328000e-05  1.88977947e-01  8.66443979e-01 
 1.73428000e-05  2.00595675e-01  8.58494828e-01 
 1.73528000e-05  2.12163646e-01  8.50333856e-01 
 1.73628000e-05  2.23679005e-01  8.41963077e-01 
 1.73728000e-05  2.35138911e-01  8.33384557e-01 
 1.73828000e-05  2.46540535e-01  8.24600411e-01 
 1.73928000e-05  2.57881065e-01  8.15612807e-01 
 1.74028000e-05  2.69157701e-01  8.06423963e-01 
 1.74128000e-05  2.80367661e-01  7.97036146e-01 
 1.74228000e-05  2.91508179e-01  7.87451673e-01 
 1.74328000e-05  3.02576506e-01  7.77672907e-01 
 1.74428000e-05  3.13569910e-01  7.67702262e-01 
 1.74528000e-05  3.24485680e-01  7.57542198e-01 
 1.74628000e-05  3.35321121e-01  7.47195222e-01 
 1.74728000e-05  3.46073559e-01  7.36663887e-01 
 1.74828000e-05  3.56740343e-01  7.25950791e-01 
 1.74928000e-05  3.67318840e-01  7.15058577e-01 
 1.75028000e-05  3.77806440e-01  7.03989934e-01 
 1.75128000e-05  3.88200555e-01  6.92747591e-01 
 1.75228000e-05  3.98498621e-01  6.81334324e-01 
 1.75328000e-05  4.08698098e-01  6.69752947e-01 
 1.75428000e-05  4.18796468e-01  6.58006319e-01 
 1.75528000e-05  4.28791241e-01  6.46097337e-01 
 1.75628000e-05  4.38679951e-01  6.34028941e-01 
 1.75728000e-05  4.48460159e-01  6.21804108e-01 
 1.75828000e-05  4.58129450e-01  6.09425853e-01 
 1.75928000e-05  4.67685441e-01  5.96897232e-01 
 1.76028000e-05  4.77125774e-01  5.84221336e-01 
 1.76128000e-05  4.86448120e-01  5.71401292e-01 
 1.76228000e-05  4.95650180e-01  5.58440263e-01 
 1.76328000e-05  5.04729683e-01  5.45341447e-01 
 1.76428000e-05  5.13684391e-01  5.32108076e-01 
 1.76528000e-05  5.22512093e-01  5.18743416e-01 
 1.76628000e-05  5.31210614e-01  5.05250763e-01 
 1.76728000e-05  5.39777806e-01  4.91633448e-01 
 1.76828000e-05  5.48211558e-01  4.77894829e-01 
 1.76928000e-05  5.56509789e-01  4.64038297e-01 
 1.77028000e-05  5.64670452e-01  4.50067270e-01 
 1.77128000e-05  5.72691534e-01  4.35985196e-01 
 1.77228000e-05  5.80571059e-01  4.21795549e-01 
 1.77328000e-05  5.88307081e-01  4.07501830e-01 
 1.77428000e-05  5.95897693e-01  3.93107567e-01 
 1.77528000e-05  6.03341023e-01  3.78616310e-01 
 1.77628000e-05  6.10635236e-01  3.64031635e-01 
 1.77728000e-05  6.17778533e-01  3.49357140e-01 
 1.77828000e-05  6.24769152e-01  3.34596447e-01 
 1.77928000e-05  6.31605369e-01  3.19753198e-01 
 1.78028000e-05  6.38285498e-01  3.04831054e-01 
 1.78128000e-05  6.44807892e-01  2.89833698e-01 
 1.78228000e-05  6.51170944e-01  2.74764829e-01 
 1.78328000e-05  6.57373082e-01  2.59628166e-01 
 1.78428000e-05  6.63412780e-01  2.44427444e-01 
 1.78528000e-05  6.69288546e-01  2.29166413e-01 
 1.78628000e-05  6.74998932e-01  2.13848839e-01 
 1.78728000e-05  6.80542530e-01  1.98478501e-01 
 1.78828000e-05  6.85917974e-01  1.83059191e-01 
 1.78928000e-05  6.91123938e-01  1.67594714e-01 
 1.79028000e-05  6.96159137e-01  1.52088886e-01 
 1.79128000e-05  7.01022332e-01  1.36545532e-01 
 1.79228000e-05  7.05712322e-01  1.20968487e-01 
 1.79328000e-05  7.10227951e-01  1.05361595e-01 
 1.79428000e-05  7.14568106e-01  8.97287070e-02 
 1.79528000e-05  7.18731717e-01  7.40736796e-02 
 1.79628000e-05  7.22717757e-01  5.84003755e-02 
 1.79728000e-05  7.26525243e-01  4.27126621e-02 
 1.79828000e-05  7.30153237e-01  2.70144100e-02 
 1.79928000e-05  7.33600844e-01  1.13094924e-02 
 1.80028000e-05  7.36867215e-01 -4.39821554e-03 
 1.80128000e-05  7.39951543e-01 -2.01048383e-02 
 1.80228000e-05  7.42853068e-01 -3.58065005e-02 
 1.80328000e-05  7.45571076e-01 -5.14993281e-02 
 1.80428000e-05  7.48104895e-01 -6.71794489e-02 
 1.80528000e-05  7.50453901e-01 -8.28429942e-02 
 1.80628000e-05  7.52617516e-01 -9.84860992e-02 
 1.80728000e-05  7.54595204e-01 -1.14104904e-01 
 1.80828000e-05  7.56386480e-01 -1.29695556e-01 
 1.80928000e-05  7.57990901e-01 -1.45254207e-01 
 1.81028000e-05  7.59408071e-01 -1.60777018e-01 
 1.81128000e-05  7.60637641e-01 -1.76260160e-01 
 1.81228000e-05  7.61679308e-01 -1.91699813e-01 
 1.81328000e-05  7.62532815e-01 -2.07092167e-01 
 1.81428000e-05  7.63197951e-01 -2.22433424e-01 
 1.81528000e-05  7.63674553e-01 -2.37719798e-01 
 1.81628000e-05  7.63962502e-01 -2.52947519e-01 
 1.81728000e-05  7.64061728e-01 -2.68112829e-01 
 1.81828000e-05  7.63972207e-01 -2.83211986e-01 
 1.81928000e-05  7.63693959e-01 -2.98241265e-01 
 1.82028000e-05  7.63227053e-01 -3.13196957e-01 
 1.82128000e-05  7.62571605e-01 -3.28075373e-01 
 1.82228000e-05  7.61727776e-01 -3.42872840e-01 
 1.82328000e-05  7.60695774e-01 -3.57585709e-01 
 1.82428000e-05  7.59475852e-01 -3.72210349e-01 
 1.82528000e-05  7.58068313e-01 -3.86743152e-01 
 1.82628000e-05  7.56473502e-01 -4.01180532e-01 
 1.82728000e-05  7.54691812e-01 -4.15518926e-01 
 1.82828000e-05  7.52723683e-01 -4.29754798e-01 
 1.82928000e-05  7.50569600e-01 -4.43884634e-01 
 1.83028000e-05  7.48230094e-01 -4.57904947e-01 
 1.83128000e-05  7.45705740e-01 -4.71812280e-01 
 1.83228000e-05  7.42997163e-01 -4.85603200e-01 
 1.83328000e-05  7.40105028e-01 -4.99274305e-01 
 1.83428000e-05  7.37030049e-01 -5.12822221e-01 
 1.83528000e-05  7.33772984e-01 -5.26243606e-01 
 1.83628000e-05  7.30334637e-01 -5.39535149e-01 
 1.83728000e-05  7.26715853e-01 -5.52693569e-01 
 1.83828000e-05  7.22917526e-01 -5.65715620e-01 
 1.83928000e-05  7.18940592e-01 -5.78598089e-01 
 1.84028000e-05  7.14786031e-01 -5.91337798e-01 
 1.84128000e-05  7.10454868e-01 -6.03931603e-01 
 1.84228000e-05  7.05948170e-01 -6.16376398e-01 
 1.84328000e-05  7.01267049e-01 -6.28669110e-01 
 1.84428000e-05  6.96412657e-01 -6.40806708e-01 
 1.84528000e-05  6.91386194e-01 -6.52786196e-01 
 1.84628000e-05  6.86188896e-01 -6.64604619e-01 
 1.84728000e-05  6.80822047e-01 -6.76259061e-01 
 1.84828000e-05  6.75286969e-01 -6.87746646e-01 
 1.84928000e-05  6.69585028e-01 -6.99064540e-01 
 1.85028000e-05  6.63717628e-01 -7.10209950e-01 
 1.85128000e-05  6.57686217e-01 -7.21180126e-01 
 1.85228000e-05  6.51492282e-01 -7.31972362e-01 
 1.85328000e-05  6.45137351e-01 -7.42583995e-01 
 1.85428000e-05  6.38622990e-01 -7.53012407e-01 
 1.85528000e-05  6.31950806e-01 -7.63255023e-01 
 1.85628000e-05  6.25122444e-01 -7.73309318e-01 
 1.85728000e-05  6.18139589e-01 -7.83172811e-01 
 1.85828000e-05  6.11003962e-01 -7.92843067e-01 
 1.85928000e-05  6.03717323e-01 -8.02317701e-01 
 1.86028000e-05  5.96281470e-01 -8.11594376e-01 
 1.86128000e-05  5.88698235e-01 -8.20670801e-01 
 1.86228000e-05  5.80969490e-01 -8.29544738e-01 
 1.86328000e-05  5.73097141e-01 -8.38213998e-01 
 1.86428000e-05  5.65083129e-01 -8.46676441e-01 
 1.86528000e-05  5.56929431e-01 -8.54929979e-01 
 1.86628000e-05  5.48638058e-01 -8.62972576e-01 
 1.86728000e-05  5.40211056e-01 -8.70802247e-01 
 1.86828000e-05  5.31650502e-01 -8.78417061e-01 
 1.86928000e-05  5.22958509e-01 -8.85815138e-01 
 1.87028000e-05  5.14137221e-01 -8.92994654e-01 
 1.87128000e-05  5.05188814e-01 -8.99953837e-01 
 1.87228000e-05  4.96115495e-01 -9.06690970e-01 
 1.87328000e-05  4.86919503e-01 -9.13204390e-01 
 1.87428000e-05  4.77603106e-01 -9.19492491e-01 
 1.87528000e-05  4.68168603e-01 -9.25553721e-01 
 1.87628000e-05  4.58618320e-01 -9.31386584e-01 
 1.87728000e-05  4.48954615e-01 -9.36989642e-01 
 1.87828000e-05  4.39179872e-01 -9.42361511e-01 
 1.87928000e-05  4.29296502e-01 -9.47500867e-01 
 1.88028000e-05  4.19306943e-01 -9.52406441e-01 
 1.88128000e-05  4.09213661e-01 -9.57077023e-01 
 1.88228000e-05  3.99019145e-01 -9.61511461e-01 
 1.88328000e-05  3.88725912e-01 -9.65708660e-01 
 1.88428000e-05  3.78336500e-01 -9.69667585e-01 
 1.88528000e-05  3.67853474e-01 -9.73387258e-01 
 1.88628000e-05  3.57279420e-01 -9.76866764e-01 
 1.88728000e-05  3.46616947e-01 -9.80105242e-01 
 1.88828000e-05  3.35868687e-01 -9.83101893e-01 
 1.88928000e-05  3.25037291e-01 -9.85855979e-01 
 1.89028000e-05  3.14125432e-01 -9.88366820e-01 
 1.89128000e-05  3.03135804e-01 -9.90633796e-01 
 1.89228000e-05  2.92071118e-01 -9.92656348e-01 
 1.89328000e-05  2.80934105e-01 -9.94433977e-01 
 1.89428000e-05  2.69727512e-01 -9.95966244e-01 
 1.89528000e-05  2.58454107e-01 -9.97252771e-01 
 1.89628000e-05  2.47116669e-01 -9.98293242e-01 
 1.89728000e-05  2.35717999e-01 -9.99087398e-01 
 1.89828000e-05  2.24260908e-01 -9.99635044e-01 
 1.89928000e-05  2.12748224e-01 -9.99936046e-01 
 1.90028000e-05  2.01182789e-01 -9.99990328e-01 
 1.90128000e-05  1.89567457e-01 -9.99797877e-01 
 1.90228000e-05  1.77905094e-01 -9.99358742e-01 
 1.90328000e-05  1.66198579e-01 -9.98673029e-01 
 1.90428000e-05  1.54450801e-01 -9.97740909e-01 
 1.90528000e-05  1.42664659e-01 -9.96562611e-01 
 1.90628000e-05  1.30843063e-01 -9.95138427e-01 
 1.90728000e-05  1.18988930e-01 -9.93468707e-01 
 1.90828000e-05  1.07105185e-01 -9.91553863e-01 
 1.90928000e-05  9.51947615e-02 -9.89394368e-01 
 1.91028000e-05  8.32605996e-02 -9.86990755e-01 
 1.91128000e-05  7.13056445e-02 -9.84343617e-01 
 1.91228000e-05  5.93328467e-02 -9.81453606e-01 
 1.91328000e-05  4.73451614e-02 -9.78321437e-01 
 1.91428000e-05  3.53455472e-02 -9.74947882e-01 
 1.91528000e-05  2.33369658e-02 -9.71333772e-01 
 1.91628000e-05  1.13223811e-02 -9.67480001e-01 
 1.91728000e-05 -6.95241551e-04 -9.63387519e-01 
 1.91828000e-05 -1.27129361e-02 -9.59057335e-01 
 1.91928000e-05 -2.47277365e-02 -9.54490517e-01 
 1.92028000e-05 -3.67366772e-02 -9.49688194e-01 
 1.92128000e-05 -4.87367944e-02 -9.44651549e-01 
 1.92228000e-05 -6.07251263e-02 -9.39381826e-01 
 1.92328000e-05 -7.26987142e-02 -9.33880324e-01 
 1.92428000e-05 -8.46546027e-02 -9.28148402e-01 
 1.92528000e-05 -9.65898412e-02 -9.22187472e-01 
 1.92628000e-05 -1.08501484e-01 -9.15999007e-01 
 1.92728000e-05 -1.20386591e-01 -9.09584533e-01 
 1.92828000e-05 -1.32242230e-01 -9.02945632e-01 
 1.92928000e-05 -1.44065474e-01 -8.96083943e-01 
 1.93028000e-05 -1.55853405e-01 -8.89001158e-01 
 1.93128000e-05 -1.67603114e-01 -8.81699026e-01 
 1.93228000e-05 -1.79311701e-01 -8.74179348e-01 
 1.93328000e-05 -1.90976278e-01 -8.66443979e-01 
 1.93428000e-05 -2.02593964e-01 -8.58494828e-01 
 1.93528000e-05 -2.14161894e-01 -8.50333856e-01 
 1.93628000e-05 -2.25677212e-01 -8.41963077e-01 
 1.93728000e-05 -2.37137077e-01 -8.33384557e-01 
 1.93828000e-05 -2.48538660e-01 -8.24600411e-01 
 1.93928000e-05 -2.59879148e-01 -8.15612807e-01 
 1.94028000e-05 -2.71155743e-01 -8.06423963e-01 
 1.94128000e-05 -2.82365662e-01 -7.97036146e-01 
 1.94228000e-05 -2.93506138e-01 -7.87451673e-01 
 1.94328000e-05 -3.04574423e-01 -7.77672907e-01 
 1.94428000e-05 -3.15567786e-01 -7.67702262e-01 
 1.94528000e-05 -3.26483513e-01 -7.57542198e-01 
 1.94628000e-05 -3.37318912e-01 -7.47195222e-01 
 1.94728000e-05 -3.48071309e-01 -7.36663887e-01 
 1.94828000e-05 -3.58738051e-01 -7.25950791e-01 
 1.94928000e-05 -3.69316505e-01 -7.15058577e-01 
 1.95028000e-05 -3.79804063e-01 -7.03989934e-01 
 1.95128000e-05 -3.90198136e-01 -6.92747591e-01 
 1.95228000e-05 -4.00496160e-01 -6.81334324e-01 
 1.95328000e-05 -4.10695595e-01 -6.69752947e-01 
 1.95428000e-05 -4.20793923e-01 -6.58006319e-01 
 1.95528000e-05 -4.30788654e-01 -6.46097337e-01 
 1.95628000e-05 -4.40677321e-01 -6.34028941e-01 
 1.95728000e-05 -4.50457486e-01 -6.21804108e-01 
 1.95828000e-05 -4.60126736e-01 -6.09425853e-01 
 1.95928000e-05 -4.69682684e-01 -5.96897232e-01 
 1.96028000e-05 -4.79122975e-01 -5.84221336e-01 
 1.96128000e-05 -4.88445279e-01 -5.71401292e-01 
 1.96228000e-05 -4.97647296e-01 -5.58440263e-01 
 1.96328000e-05 -5.06726757e-01 -5.45341447e-01 
 1.96428000e-05 -5.15681421e-01 -5.32108076e-01 
 1.96528000e-05 -5.24509081e-01 -5.18743416e-01 
 1.96628000e-05 -5.33207559e-01 -5.05250763e-01 
 1.96728000e-05 -5.41774709e-01 -4.91633448e-01 
 1.96828000e-05 -5.50208419e-01 -4.77894829e-01 
 1.96928000e-05 -5.58506607e-01 -4.64038297e-01 
 1.97028000e-05 -5.66667228e-01 -4.50067270e-01 
 1.97128000e-05 -5.74688268e-01 -4.35985196e-01 
 1.97228000e-05 -5.82567750e-01 -4.21795549e-01 
 1.97328000e-05 -5.90303729e-01 -4.07501830e-01 
 1.97428000e-05 -5.97894299e-01 -3.93107567e-01 
 1.97528000e-05 -6.05337587e-01 -3.78616310e-01 
 1.97628000e-05 -6.12631758e-01 -3.64031635e-01 
 1.97728000e-05 -6.19775013e-01 -3.49357140e-01 
 1.97828000e-05 -6.26765589e-01 -3.34596447e-01 
 1.97928000e-05 -6.33601764e-01 -3.19753198e-01 
 1.98028000e-05 -6.40281851e-01 -3.04831054e-01 
 1.98128000e-05 -6.46804204e-01 -2.89833698e-01 
 1.98228000e-05 -6.53167213e-01 -2.74764829e-01 
 1.98328000e-05 -6.59369310e-01 -2.59628166e-01 
 1.98428000e-05 -6.65408965e-01 -2.44427444e-01 
 1.98528000e-05 -6.71284690e-01 -2.29166413e-01 
 1.98628000e-05 -6.76995034e-01 -2.13848839e-01 
 1.98728000e-05 -6.82538591e-01 -1.98478501e-01 
 1.98828000e-05 -6.87913993e-01 -1.83059191e-01 
 1.98928000e-05 -6.93119915e-01 -1.67594714e-01 
 1.99028000e-05 -6.98155073e-01 -1.52088886e-01 
 1.99128000e-05 -7.03018227e-01 -1.36545532e-01 
 1.99228000e-05 -7.07708175e-01 -1.20968487e-01 
 1.99328000e-05 -7.12223763e-01 -1.05361595e-01 
 1.99428000e-05 -7.16563877e-01 -8.97287070e-02 
 1.99528000e-05 -7.20727447e-01 -7.40736796e-02 
 1.99628000e-05 -7.24713446e-01 -5.84003755e-02 
 1.99728000e-05 -7.28520892e-01 -4.27126621e-02 
 1.99828000e-05 -7.32148845e-01 -2.70144100e-02 
 1.99928000e-05 -7.35596412e-01 -1.13094924e-02 
 2.00000000e-05 -7.37966508e-01 -1.22464680e-15 
